"February 15, 2017",0.0,Facebook TV is happening--can it compete with #Netflix and #YouTube ? pic.twitter.com/fBqvV32Cs2
"April 21, 2015",0.0,Why Apple should buy Netflix ( #Netflix )... http:// for.tn/1J9bXvf
"July 22, 2015",0.35,MT @HarborDev How cool would it be to stream games like #netflix ? But we are still ways out. http:// trib.al/qkMrCh2 pic.twitter.com/HSaZJFvMt5
