Week,Average,Company
2015-02-18,3.943217666,amazon
2015-03-03,-2.1674271675,amazon
2015-03-10,0.294406281,amazon
2015-03-19,-1.248581158,amazon
2015-04-01,-0.71942446,amazon
2015-04-09,2.199643677142857,amazon
2015-04-16,-0.12039903700000003,amazon
2015-04-23,-0.96466928675,amazon
2015-05-04,0.23979518725,amazon
2015-05-19,-1.9531893134999998,amazon
2015-05-30,1.289213292,amazon
2015-06-07,-1.5816885254285713,amazon
2015-06-14,-0.6934059320499999,amazon
2015-06-22,1.0609234118750002,amazon
2015-06-29,1.45671569775,amazon
2015-07-08,0.5380840894000001,amazon
2015-07-15,0.7792979154285715,amazon
2015-07-22,1.143223877777778,amazon
2015-08-05,2.620689655,amazon
2015-08-15,1.0215475686666666,amazon
2015-08-25,1.0857576346666666,amazon
2015-09-01,-3.1077035974444445,amazon
2015-09-08,-4.0990024655,amazon
2015-09-16,-3.26344572675,amazon
2015-09-24,1.4966518722,amazon
2015-10-01,3.1842018100000002,amazon
2015-10-08,-0.1958020423333334,amazon
2015-10-16,-1.02915952,amazon
2015-10-23,1.9273016484000003,amazon
2015-10-30,0.25060549762500006,amazon
2015-11-06,3.1701342120882363,amazon
2015-11-15,2.4083102253333335,amazon
2015-11-23,-0.1508324204285713,amazon
2015-11-30,1.0944970652500001,amazon
2015-12-07,0.96221939825,amazon
2015-12-15,1.032469037909091,amazon
2015-12-22,1.6716821048333335,amazon
2015-12-29,1.2072318897777778,amazon
2016-01-06,0.30832039710000003,amazon
2016-01-13,0.92159748492,amazon
2016-01-20,1.27567748825,amazon
2016-01-27,0.7503218196190475,amazon
2016-02-03,1.6374199095999997,amazon
2016-02-12,1.9863497966666668,amazon
2016-02-22,0.7223801208888887,amazon
2016-03-04,0.5067816605000001,amazon
2016-03-11,-0.506590602625,amazon
2016-03-21,1.15773302375,amazon
2016-03-31,0.6229127461999996,amazon
2016-04-07,0.07612085079999997,amazon
2016-04-19,-1.1658402533846153,amazon
2016-04-26,-1.8698087257692309,amazon
2016-05-11,1.5197907633333334,amazon
2016-05-19,0.11803849033333336,amazon
2016-05-26,1.002004008,amazon
2016-06-04,0.2805273913333333,amazon
2016-06-14,1.1117955315,amazon
2016-06-23,1.4686475014545453,amazon
2016-06-30,1.4077627402857142,amazon
2016-07-07,1.3635150657894735,amazon
2016-07-15,-0.246457178,amazon
2016-07-22,1.655981001,amazon
2016-07-29,1.35237134125,amazon
2016-08-05,1.0144938006250002,amazon
2016-08-12,1.4904769845454546,amazon
2016-08-20,1.3854996873999998,amazon
2016-08-27,1.26283672425,amazon
2016-09-06,0.3785684831666665,amazon
2016-09-13,0.26132792180000003,amazon
2016-09-20,1.772507996375,amazon
2016-09-30,1.4652566655,amazon
2016-10-07,2.1556390407499997,amazon
2016-10-14,0.4637953577999999,amazon
2016-10-21,-0.6001358084999999,amazon
2016-10-28,1.6150829538421054,amazon
2016-11-04,1.328297755,amazon
2016-11-14,0.40801829199999995,amazon
2016-11-26,0.72899484245,amazon
2016-12-04,1.3366267125555558,amazon
2016-12-11,1.6115639187391302,amazon
2016-12-18,-0.2910104777692308,amazon
2016-12-25,0.10985205819999999,amazon
2017-01-01,0.9837471247142858,amazon
2017-01-10,1.6030659674000003,amazon
2017-01-18,1.5708698962857144,amazon
2017-01-25,0.9435337325555556,amazon
2017-02-01,0.8363391453999999,amazon
2017-02-08,0.59915327725,amazon
2017-02-17,0.09812034433333332,amazon
2017-02-25,0.11640297322222225,amazon
2017-03-06,0.3821635235454546,amazon
2017-03-13,-0.18106058783333331,amazon
2017-03-20,-1.1651086318333332,amazon
2017-03-28,0.9805453557058823,amazon
2017-04-04,0.4031982932222222,amazon
2017-04-11,1.3173007050869563,amazon
2017-04-19,0.25323314525,amazon
2015-02-18,1.377726751,amd
2015-03-27,-1.4521667817500001,amd
2015-04-06,-2.726854448,amd
2015-05-11,-0.722891566,amd
2015-05-18,0.9413125636666666,amd
2015-05-28,1.773533424,amd
2015-06-16,-0.970873786,amd
2015-07-07,-0.030760820199999983,amd
2015-07-14,-0.029856916333333355,amd
2015-07-22,0.147710487,amd
2015-08-03,1.296829971,amd
2015-08-20,3.267973856,amd
2015-09-17,-0.03622417899999997,amd
2015-09-29,0.029142754999999965,amd
2015-10-20,-1.029000678,amd
2015-11-09,-3.1403186275,amd
2015-11-18,1.571038251,amd
2015-12-01,6.06741573,amd
2015-12-27,1.048951049,amd
2016-01-09,-0.37981859450000005,amd
2016-03-01,2.702702703,amd
2016-04-22,-0.197628458,amd
2016-04-29,-0.651465798,amd
2016-05-23,4.048582996,amd
2016-06-04,2.341137124,amd
2016-06-20,2.115384615,amd
2016-06-30,2.309058615,amd
2016-07-16,0.7023705,amd
2016-07-26,2.628908168,amd
2016-08-26,-0.19130936350000005,amd
2016-09-08,-0.766116689,amd
2016-11-12,0.529896169,amd
2016-11-21,-1.973684211,amd
2016-12-08,0.945179584,amd
2016-12-19,1.869158879,amd
2016-12-26,-0.383729854,amd
2017-01-11,1.169993118,amd
2017-02-02,-0.5302194945714286,amd
2017-03-03,2.8810536979999997,amd
2017-03-25,2.127659574,amd
2017-04-05,2.042711235,amd
2017-04-17,0.413793103,amd
2015-02-18,-0.9671293676616545,apple
2015-02-25,-2.106863151638022,apple
2015-03-04,-1.9746804671492542,apple
2015-03-11,-1.4135926857500007,apple
2015-03-18,-2.855912929357143,apple
2015-03-25,-1.1450837243181826,apple
2015-04-01,-1.3301718859130438,apple
2015-04-08,-0.9157598641758241,apple
2015-04-15,-1.2071766846160001,apple
2015-04-22,-0.6611900441538463,apple
2015-04-29,-1.2260515431363637,apple
2015-05-06,-0.17887059216129036,apple
2015-05-13,-0.6561549543958327,apple
2015-05-20,-1.5766132445714285,apple
2015-05-27,-2.8207322891869553,apple
2015-06-03,-2.813048201357143,apple
2015-06-10,-0.06609388450993375,apple
2015-06-17,0.3250544544285714,apple
2015-06-24,-0.48194833789682573,apple
2015-07-01,-1.5747721122291667,apple
2015-07-08,-1.2788892399459455,apple
2015-07-15,-1.5811988687765963,apple
2015-07-22,-0.9423920255384616,apple
2015-07-29,-0.39604808103703704,apple
2015-08-05,-0.9703575797692306,apple
2015-08-12,-0.5050618511666669,apple
2015-08-19,-0.4110750534805195,apple
2015-08-26,-0.09791195435616439,apple
2015-09-02,-3.3513722958279586,apple
2015-09-09,-0.48880235845,apple
2015-09-16,-2.017342862505883,apple
2015-09-23,-0.9077963005769232,apple
2015-09-30,-0.20597196232692308,apple
2015-10-07,-0.8658299979583335,apple
2015-10-14,-1.0062645373802097,apple
2015-10-21,-1.393482152486486,apple
2015-10-28,-0.8318279035882352,apple
2015-11-04,-2.8803647921194027,apple
2015-11-11,-0.18718321960714296,apple
2015-11-18,-3.107052564635595,apple
2015-11-25,-1.5326809642,apple
2015-12-02,-1.1791815969540236,apple
2015-12-09,0.4789432148245614,apple
2015-12-16,-0.5027346910720719,apple
2015-12-23,-1.9257419178235293,apple
2015-12-30,-1.9887670549999965,apple
2016-01-06,-1.0801176835714286,apple
2016-01-13,-1.3484359574126983,apple
