Week,Average,Company
2015-02-18,1.7543282056666667,amazon
2015-02-27,-0.7902739054193548,amazon
2015-03-09,2.8535862056,amazon
2015-03-16,3.067628942166667,amazon
2015-03-24,0.2990852719999998,amazon
2015-03-31,1.333249642076923,amazon
2015-04-07,2.0870220404666666,amazon
2015-04-14,1.4223720860500002,amazon
2015-04-21,0.6763908577659574,amazon
2015-04-30,1.769646066714286,amazon
2015-05-07,2.1070924209999995,amazon
2015-05-14,1.196384734769231,amazon
2015-05-22,-0.859598854,amazon
2015-05-29,0.5977242022173913,amazon
2015-06-05,1.1378953915747128,amazon
2015-06-12,1.3424412012799996,amazon
2015-06-22,1.2520223502105263,amazon
2015-06-30,2.215490902508771,amazon
2015-07-07,2.031617743844445,amazon
2015-07-14,1.8168236822105273,amazon
2015-07-22,1.0313159572333335,amazon
2015-07-29,2.135966291777778,amazon
2015-08-05,2.0100129818,amazon
2015-08-12,1.5111269238749998,amazon
2015-08-19,2.8256134157727275,amazon
2015-08-26,1.3271377903333332,amazon
2015-09-03,3.058173294518519,amazon
2015-09-10,1.9444670195555551,amazon
2015-09-17,3.167406142,amazon
2015-09-24,2.4730896454,amazon
2015-10-01,3.4719418303333316,amazon
2015-10-08,1.9469522546823526,amazon
2015-10-15,2.8843341347999996,amazon
2015-10-22,1.4093181208214287,amazon
2015-10-29,1.354459025133333,amazon
2015-11-05,2.433802277722222,amazon
2015-11-12,1.96479567553125,amazon
2015-11-19,1.30536441603125,amazon
2015-11-26,1.5113795676666668,amazon
2015-12-03,1.906436982625,amazon
2015-12-11,2.2409859594,amazon
2015-12-21,1.5318384856666667,amazon
2015-12-28,0.9448769435882355,amazon
2016-01-04,1.3779708127499999,amazon
2016-01-11,0.8525197930697676,amazon
2016-01-18,2.122006733666667,amazon
2016-01-25,1.5001542141818183,amazon
2016-02-01,0.9048163872,amazon
2016-02-08,0.35629383725,amazon
2016-02-15,1.599974063076923,amazon
2016-02-22,2.7547201613913046,amazon
2016-02-29,1.7518296825599997,amazon
2016-03-08,1.1272054117647063,amazon
2016-03-15,1.2755458442368421,amazon
2016-03-22,1.7500484823,amazon
2016-03-29,1.3127872753,amazon
2016-04-05,0.4055712257631579,amazon
2016-04-12,2.2892578654444447,amazon
2016-04-19,1.6818513148999998,amazon
2016-04-26,0.17421833754054034,amazon
2016-05-03,1.6322269415714283,amazon
2016-05-10,1.1981959739999999,amazon
2016-05-17,1.5823665955714283,amazon
2016-05-25,1.0031331311578946,amazon
2016-06-01,1.6903907458095244,amazon
2016-06-08,1.4118380651666667,amazon
2016-06-15,3.4973917663076914,amazon
2016-06-22,1.4655509207999997,amazon
2016-06-29,1.5000025448,amazon
2016-07-06,2.02736981353125,amazon
2016-07-13,1.3929184178000003,amazon
2016-07-22,1.7167549713859644,amazon
2016-07-29,1.5920735133417714,amazon
2016-08-05,2.0515838526956522,amazon
2016-08-12,2.2809196498000004,amazon
2016-08-19,1.3413789009090906,amazon
2016-08-26,1.762358707625,amazon
2016-09-02,1.3629626173333333,amazon
2016-09-09,0.724948521478261,amazon
2016-09-16,0.5268636228421052,amazon
2016-09-23,1.6432510762820516,amazon
2016-09-30,1.73106707425,amazon
2016-10-07,1.183592546,amazon
2016-10-14,1.6355085538055556,amazon
2016-10-21,-2.019654113849057,amazon
2016-10-28,1.4033217823750002,amazon
2016-11-04,1.3958636803636364,amazon
2016-11-11,2.9581822630303027,amazon
2016-11-18,1.5212917715405407,amazon
2016-11-25,2.20258601025,amazon
2016-12-02,2.525586104763158,amazon
2016-12-09,2.559145132081081,amazon
2016-12-16,0.23660716739130433,amazon
