sourcecommonname,documentidentifier,themes,v2tone,persons,v2persons,organizations,v2organizations
neowin.net,https://www.neowin.net/forum/topic/1311986-from-the-forums-039i-found-a-woz-limited-edition-apple-iigs039/,EPU_ECONOMY_HISTORIC;MEDIA_SOCIAL;,"0.231481481481481,0.925925925925926,0.694444444444444,1.62037037037037,18.4027777777778,0.578703703703704,592",neowinian adam bottjen;steve wozniak;justin luna,"Neowinian Adam Bottjen,367;Steve Wozniak,865;Steve Wozniak,1368;Justin Luna,73",ebay;amstrad;woz limited edition apple;youtube;woz limited edition;atari,"Ebay,3146;Ebay,4149;Amstrad,2894;Woz Limited Edition Apple,53;Youtube,624;Woz Limited Edition,47;Woz Limited Edition,695;Atari,3767"
rappler.com,http://www.rappler.com/nation/149914-document-philippines-china-joint-statement-duterte-state-vist,WB_678_DIGITAL_GOVERNMENT;WB_694_BROADCAST_AND_MEDIA;WB_133_INFORMATION_AND_COMMUNICATION_TECHNOLOGIES;LEADER;TAX_FNCACT;TAX_FNCACT_PRESIDENT;USPEC_POLITICS_GENERAL1;TAX_ETHNICITY;TAX_ETHNICITY_CHINESE;TAX_WORLDLANGUAGES;TAX_WORLDLANGUAGES_CHINESE;GENERAL_GOVERNMENT;RELATIONS;TAX_FNCACT_CHAIRMAN;EPU_POLICY;EPU_POLICY_CONGRESS;EPU_ECONOMY;EPU_ECONOMY_HISTORIC;UNGP_FORESTS_RIVERS_OCEANS;SOC_DIPLOMRECOG;IDEOLOGY;USPEC_POLICY1;EPU_POLICY_POLICY;WB_476_GREEN_GROWTH;WB_471_ECONOMIC_GROWTH;WB_1100_SUSTAINABLE_GROWTH;WB_477_INCLUSIVE_GROWTH;ECON_MOU;EDUCATION;WB_470_EDUCATION;WB_698_TRADE;CRISISLEX_C07_SAFETY;AGRICULTURE;SCIENCE;TAX_FNCACT_LEADERS;EPU_POLICY_POLITICAL;ARMEDCONFLICT;WB_286_TELECOMMUNICATIONS_AND_BROADBAND_ACCESS;CORRUPTION;WB_2019_ANTI_CORRUPTION_LEGISLATION;WB_696_PUBLIC_SECTOR_MANAGEMENT;WB_831_GOVERNANCE;WB_832_ANTI_CORRUPTION;WB_2020_BRIBERY_FRAUD_AND_COLLUSION;WB_1331_HEALTH_TECHNOLOGIES;WB_2453_ORGANIZED_CRIME;WB_1350_PHARMACEUTICALS;WB_2433_CONFLICT_AND_VIOLENCE;WB_621_HEALTH_NUTRITION_AND_POPULATION;WB_2432_FRAGILITY_CONFLICT_AND_VIOLENCE;WB_2456_DRUGS_AND_NARCOTICS;CRIME_CARTELS;USPEC_UNCERTAINTY1;EPU_CATS_MIGRATION_FEAR_FEAR;TERROR;WB_2467_TERRORISM;WB_2462_POLITICAL_VIOLENCE_AND_WAR;EPU_CATS_NATIONAL_SECURITY;MANMADE_DISASTER_IMPLIED;SLFID_CAPACITY_BUILDING;UNREST_BELLIGERENT;ACT_HARMTHREATEN;EPU_POLICY_GOVERNMENT;CRIME_ILLEGAL_DRUGS;GENERAL_HEALTH;MEDICAL;WB_2024_ANTI_CORRUPTION_AUTHORITIES;WB_840_JUSTICE;WB_2025_INVESTIGATION;WB_1014_CRIMINAL_JUSTICE;MARITIME_INCIDENT;MARITIME;MARITIME_PIRACY;CRISISLEX_CRISISLEXREC;LEGISLATION;EPU_POLICY_LAW;WB_845_LEGAL_AND_REGULATORY_FRAMEWORK;WB_962_INTERNATIONAL_LAW;MILITARY_COOPERATION;AID_HUMANITARIAN;PEACEKEEPING;SECURITY_SERVICES;WB_2470_PEACE_OPERATIONS_AND_CONFLICT_MANAGEMENT;WB_2471_PEACEKEEPING;SOC_ECONCOOP;POVERTY;WB_695_POVERTY;TRANSPARENCY;TAX_FNCACT_BUYER;TAX_ETHNICITY_ASIAN;ECON_DEVELOPMENTORGS;ECON_DEVELOPMENTORGS_ASIAN_INFRASTRUCTURE_INVESTMENT_BANK;ECON_STOCKMARKET;WB_1950_AGRICULTURE_TECHNOLOGY;WB_435_AGRICULTURE_AND_FOOD_SECURITY;WB_1949_CLIMATE_SMART_AGRICULTURE;WB_775_TRADE_POLICY_AND_INTEGRATION;WB_2559_FOOD_TRADE;WB_192_AGRICULTURAL_TRADE;WB_1960_FARM_INPUTS;WB_1959_LINKING_FARMERS_WITH_MARKETS;WB_1192_IMPACT_OF_TRADE;WB_137_WATER;WB_151_IRRIGATION_AND_DRAINAGE;WB_140_AGRICULTURAL_WATER_MANAGEMENT;ENV_CLIMATECHANGE;WB_567_CLIMATE_CHANGE;UNGP_CLIMATE_CHANGE_ACTION;SANITATION;WB_180_FOOD_SAFETY;WB_1052_FOOD_SAFETY_STANDARDS_AUDITS_AND_CERTIFICATION;WB_1053_SANITARY_AND_PHYTOSANITARY_STANDARDS;WB_1967_AGRICULTURAL_RISK_AND_SECURITY;WB_1921_PRIVATE_SECTOR_DEVELOPMENT;WB_405_BUSINESS_CLIMATE;WB_2531_INSPECTIONS_LICENSING_AND_PERMITS;WB_2530_BUSINESS_ENVIRONMENT;SOC_QUARANTINE;TAX_FOODSTAPLES;TAX_FOODSTAPLES_BANANAS;CRISISLEX_O01_WEATHER;TAX_FOODSTAPLES_RICE;ENV_FISHERY;ECON_ENTREPRENEURSHIP;WB_1084_TECHNOLOGY_TRANSFER_AND_DIFFUSION;WB_1078_DETERMINANTS_OF_GROWTH;TOURISM;TAX_FNCACT_TOURIST;WB_825_TOURISM;WB_346_COMPETITIVE_INDUSTRIES;WB_818_INDUSTRY_POLICY_AND_REAL_SECTORS;TAX_FNCACT_CITIZENS;NEW_CONSTRUCTION;SOC_POINTSOFINTEREST;SOC_POINTSOFINTEREST_UNIVERSITIES;SOC_INNOVATION;WB_1606_SCHOLARSHIPS;WB_1608_CASH_TRANSFERS;WB_1466_SOCIAL_ASSISTANCE;WB_1603_FEE_WAIVERS;WB_697_SOCIAL_PROTECTION_AND_LABOR;TAX_DISEASE;TAX_DISEASE_TWINNING;CRISISLEX_O02_RESPONSEAGENCIESATCRISIS;SELF_IDENTIFIED_HUMANITARIAN_CRISIS;CRISISLEX_T06_SUPPLIES;CRISISLEX_T07_SERVICESNEEDEDOFFERED;TAX_FNCACT_EXECUTIVE;TAX_WORLDLANGUAGES_BRUNEI;NEGOTIATIONS;WB_2473_DIPLOMACY_AND_NEGOTIATIONS;WB_939_NEGOTIATION;WB_936_ALTERNATIVE_DISPUTE_RESOLUTION;WB_843_DISPUTE_RESOLUTION;TAX_FNCACT_MINISTERS;TAX_FNCACT_FOREIGN_MINISTERS;TAX_ETHNICITY_LAOS;WB_2048_COMPENSATION_CAREERS_AND_INCENTIVES;WB_723_PUBLIC_ADMINISTRATION;WB_724_HUMAN_RESOURCES_FOR_PUBLIC_SECTOR;WB_2089_ETHICS_AND_CODES_OF_CONDUCT;AFFECT;DISCRIMINATION;UNGP_FREEDOM_FROM_DISCRIMINATION;SOC_EXPRESSSUPPORT;WB_2670_JOBS;WB_2769_JOBS_STRATEGIES;WB_2840_INTEGRATION;WB_2836_MIGRATION_POLICIES_AND_JOBS;ECON_DEVELOPMENTORGS_WORLD_TRADE_ORGANIZATION;EPU_POLICY_WORLD_TRADE_ORGANIZATION;EPU_CATS_TRADE_POLICY;TAX_WORLDMAMMALS;TAX_WORLDMAMMALS_HUMAN;SELF_IDENTIFIED_HUMAN_RIGHTS;WB_2203_HUMAN_RIGHTS;UNGP_CRIME_VIOLENCE;EPU_POLICY_REFORM;WB_135_TRANSPORT;WB_168_ROADS_AND_HIGHWAYS;WB_1809_HIGHWAYS;WB_1803_TRANSPORT_INFRASTRUCTURE;CRISISLEX_T11_UPDATESSYMPATHY;TAX_FNCACT_GUARD;SOC_USSECURITYAGENCIES;EPU_CATS_MONETARY_POLICY;,"3.2719836400818,5.41922290388548,2.14723926380368,7.56646216768916,15.2692569870484,0.102249488752556,2692",e li keqiang;bangko sentral;rodrigo duterte;h e zhang dejiang;rodrigo roa duterte;e zhang gaoli,"Bangko Sentral,8464;Rodrigo Duterte,141;Rodrigo Roa Duterte,471;Rodrigo Roa Duterte,620;Rodrigo Roa Duterte,999;Rodrigo Roa Duterte,1087;Rodrigo Roa Duterte,16264;Rodrigo Roa Duterte,16368;Rodrigo Roa Duterte,16547",people broadcasting corporation;community building;agricultural technology;development authority of the republic;world trade organization;year development program for;national economic;presidential communication office of the philippines;department of transportation;chiang mai initiative;regional forum;united nations;information exchange;standing committee of the national people congress;coast guard committee on maritime cooperation;vice premier of the state council;national development;ministry of commerce of the government;administration of quality supervision inspection;commission on economic;program of cultural agreement;department of public;philippines drug enforcement agency;committee on agriculture;asian infrastructure investment bank;foreign ministry consultations;security council;committee on science;presidential communications operations office of the government;investment forum;department of tourism of the republic;department of financewelcome to rappler;sino-phil center;department of agriculture of the republic;department of finance of the republic,"People Broadcasting Corporation,11556;Community Building,15118;Agricultural Technology,8652;Agricultural Technology,9434;Development Authority Of The Republic,16951;Development Authority Of The Republic,17792;World Trade Organization,15355;Year Development Program For,6995;National Economic,16911;National Economic,17752;Department Of Transportation,17196;Chiang Mai Initiative,8377;Regional Forum,15270;United Nations,13706;Information Exchange,4666;Information Exchange,18639;Standing Committee Of The National People Congress,958;Vice Premier Of The State Council,1053;National Development,17010;National Development,17315;Ministry Of Commerce Of The Government,17591;Administration Of Quality Supervision Inspection,18850;Commission On Economic,3398;Program Of Cultural Agreement,12138;Department Of Public,17223;Committee On Agriculture,3483;Asian Infrastructure Investment Bank,8078;Foreign Ministry Consultations,3342;Security Council,16161;Committee On Science,3512;Presidential Communications Operations Office Of The Government,18560;Investment Forum,1184;Department Of Tourism Of The Republic,19267;Department Of Financewelcome To Rappler,19791;Sino-Phil Center,9406;Department Of Agriculture Of The Republic,18285;Department Of Agriculture Of The Republic,18755;Department Of Finance Of The Republic,18030"
learnbonds.com,http://learnbonds.com/131756/apple-iphone-7-china/,TAX_FNCACT;TAX_FNCACT_ANALYST;TAX_ETHNICITY;TAX_ETHNICITY_CHINESE;TAX_WORLDLANGUAGES;TAX_WORLDLANGUAGES_CHINESE;TAX_FNCACT_DISTRIBUTOR;SCIENCE;SOC_INNOVATION;ARMEDCONFLICT;UNREST_BELLIGERENT;TAX_ECON_PRICE;USPEC_POLICY1;EPU_ECONOMY;EPU_ECONOMY_HISTORIC;TAX_FNCACT_INVESTOR;GENERAL_GOVERNMENT;EPU_POLICY;EPU_POLICY_GOVERNMENT;EPU_POLICY_REGULATORY;TAX_FNCACT_COOK;TAX_FNCACT_OFFICIALS;,"-0.584795321637427,2.33918128654971,2.92397660818713,5.26315789473684,22.4171539961014,0.779727095516569,448",steven milunovich;carl icahn,"Steven Milunovich,110;Carl Icahn,2040",huawei;apple inc;nasdaq,"Huawei,611;Huawei,1529;Huawei,1570;Apple Inc,146;Apple Inc,1279;Nasdaq,154;Nasdaq,1287"
macdailynews.com,http://macdailynews.com/2016/10/21/apple-approached-time-warner-about-possible-merger-before-att-talks/,WB_678_DIGITAL_GOVERNMENT;WB_694_BROADCAST_AND_MEDIA;WB_133_INFORMATION_AND_COMMUNICATION_TECHNOLOGIES;MEDIA_MSM;EPU_ECONOMY_HISTORIC;WB_2387_BROADCASTING_INDUSTRY_AND_MARKETS;TAX_FNCACT;TAX_FNCACT_EXECUTIVES;TAX_FNCACT_ANALYSTS;TAX_FNCACT_CHIEF;TAX_FNCACT_EXECUTIVE;TAX_FNCACT_CHIEF_EXECUTIVE;TAX_FNCACT_COOK;LEADER;TAX_FNCACT_PRESIDENT;USPEC_POLITICS_GENERAL1;TAX_FNCACT_VICE_PRESIDENT;TAX_FNCACT_SENIOR_VICE_PRESIDENT;TAX_WORLDMAMMALS;TAX_WORLDMAMMALS_FOX;WB_2024_ANTI_CORRUPTION_AUTHORITIES;WB_696_PUBLIC_SECTOR_MANAGEMENT;WB_840_JUSTICE;WB_2025_INVESTIGATION;WB_831_GOVERNANCE;WB_832_ANTI_CORRUPTION;WB_1014_CRIMINAL_JUSTICE;,"0.231481481481481,0.925925925925926,0.694444444444444,1.62037037037037,22.9166666666667,0.462962962962963,378",dana mattioli;olaf olafsson;eddy cue;keach hagey;shalini ramachandran;tim cook;big four,"Dana Mattioli,342;Olaf Olafsson,1565;Eddy Cue,1395;Keach Hagey,356;Shalini Ramachandran,326;Tim Cook,1208",discovery channel;warner bros;cartoon network;cnn;espn;united states;time warner;disney;nickelodeon;apple inc,"Discovery Channel,2209;Warner Bros,1054;Cartoon Network,2308;Cnn,1040;Espn,1915;Espn,2134;United States,2171;Time Warner,28;Time Warner,119;Time Warner,446;Time Warner,554;Time Warner,826;Time Warner,899;Time Warner,1524;Disney,2188;Nickelodeon,2258;Apple Inc,78"
internetretailer.com,https://www.internetretailer.com/2016/10/21/apple-sues-over-fake-goods-sold-amazon-marketplace-sellers,TAX_ETHNICITY;TAX_ETHNICITY_RUSSIAN;TAX_WORLDLANGUAGES;TAX_WORLDLANGUAGES_RUSSIAN;EPU_ECONOMY_HISTORIC;WB_678_DIGITAL_GOVERNMENT;WB_2944_SERVERS;WB_671_STORAGE_MANAGEMENT;WB_667_ICT_INFRASTRUCTURE;WB_672_NETWORK_MANAGEMENT;WB_133_INFORMATION_AND_COMMUNICATION_TECHNOLOGIES;TAX_FNCACT;TAX_FNCACT_MANUFACTURER;TRIAL;GEN_HOLIDAY;USPEC_POLICY1;EPU_POLICY;EPU_POLICY_SPENDING;TAX_FNCACT_MERCHANT;WB_694_BROADCAST_AND_MEDIA;MEDIA_SOCIAL;WB_652_ICT_APPLICATIONS;WB_662_SOCIAL_MEDIA;WB_658_ENTERPRISE_APPLICATIONS;TAX_FNCACT_RETAILER;GENERAL_HEALTH;MEDICAL;TAX_FNCACT_EDITOR;TAX_FNCACT_MANAGING_EDITOR;TAX_FNCACT_GUIDE;EPU_CATS_REGULATION;CRISISLEX_CRISISLEXREC;UNGP_CRIME_VIOLENCE;WB_1160_SHOCKS_AND_VULNERABILITY;WB_695_POVERTY;TAX_FNCACT_ATTORNEYS;TAX_FNCACT_DISTRIBUTOR;TAX_FNCACT_SPOKESMAN;TAX_FNCACT_OPERATOR;ARMEDCONFLICT;WB_2453_ORGANIZED_CRIME;WB_2433_CONFLICT_AND_VIOLENCE;WB_2454_COUNTERFEIT_GOODS;WB_2432_FRAGILITY_CONFLICT_AND_VIOLENCE;,"-0.991735537190082,2.47933884297521,3.47107438016529,5.9504132231405,19.6694214876033,0.330578512396694,1064",mary meeker,"Mary Meeker,968",groupon inc;u s district court;internet health management;amazon community seller forum;hewlett packard;hasbro;alibaba group holding ltd;samsung;groupon inc groupon goods inc;facebook;nike inc;apple inc,"Groupon Inc,3699;Internet Health Management,3167;Amazon Community Seller Forum,6156;Hewlett Packard,6240;Hasbro,6222;Alibaba Group Holding Ltd,6599;Samsung,6250;Facebook,2900;Nike Inc,6198;Apple Inc,3540"
ipwatchdog.com,http://www.ipwatchdog.com/2016/10/12/supreme-court-oral-arguments-samsung-v-apple/id=73738/,WB_845_LEGAL_AND_REGULATORY_FRAMEWORK;WB_696_PUBLIC_SECTOR_MANAGEMENT;WB_851_INTELLECTUAL_PROPERTY_RIGHTS;WB_1041_PATENTS;WB_1039_PROPERTY_LAWS_AND_REGULATIONS;EPU_CATS_REGULATION;USPEC_POLITICS_GENERAL1;WB_840_JUSTICE;LEGISLATION;MARITIME;TRIAL;WB_1921_PRIVATE_SECTOR_DEVELOPMENT;WB_346_COMPETITIVE_INDUSTRIES;WB_818_INDUSTRY_POLICY_AND_REAL_SECTORS;WB_1281_MANUFACTURING;TAX_ECON_PRICE;TAX_FNCACT;TAX_FNCACT_MANUFACTURER;WB_405_BUSINESS_CLIMATE;WB_2526_TRANSFER_PRICING;WB_1285_BUSINESS_TAXATION;USPEC_UNCERTAINTY1;GENERAL_GOVERNMENT;EPU_POLICY;EPU_POLICY_CONGRESS;EPU_POLICY_GOVERNMENT;CRISISLEX_T11_UPDATESSYMPATHY;CRISISLEX_T06_SUPPLIES;EPU_CATS_MONETARY_POLICY;TAX_FNCACT_CHIEF;TAX_FNCACT_CHIEF_JUSTICE;UNGP_FORESTS_RIVERS_OCEANS;CRISISLEX_CRISISLEXREC;USPEC_POLICY1;EPU_ECONOMY;EPU_ECONOMY_HISTORIC;TAX_FNCACT_WRITER;TAX_FNCACT_FREELANCER;SCIENCE;SOC_INNOVATION;TAX_FNCACT_AUTHOR;TAX_FNCACT_FOOL;,"-0.209380234505863,2.76381909547739,2.97319932998325,5.73701842546064,27.2613065326633,1.63316582914573,2197",seth waxman;justice kennedy;justice john roberts;kathleen m sullivan;justice anthony kennedy;justice roberts;justice samuel alito;justice ginsburg;brian h fletcher;steve brachmann,"Seth Waxman,7095;Justice Kennedy,10618;Justice John Roberts,8496;Justice Anthony Kennedy,2130;Justice Roberts,12517;Justice Samuel Alito,6490;Justice Ginsburg,11992;Steve Brachmann,113;Steve Brachmann,12867",samsung electronics co;u s court;buffalo news;nasdaq;united states;samsung;supreme court;companies we;u s supreme court;samsung electronics;apple inc,"Samsung Electronics Co,314;Buffalo News,13190;Nasdaq,807;United States,4666;United States,6744;Samsung,66;Samsung,299;Samsung,644;Samsung,1038;Samsung,1362;Samsung,1402;Samsung,2711;Samsung,2911;Samsung,7145;Samsung,7393;Samsung,7563;Samsung,7871;Samsung,10315;Samsung,10971;Samsung,12727;Supreme Court,13;Supreme Court,226;Companies We,13127;Samsung Electronics,311;Samsung Electronics,656;Apple Inc,799"
iphonehacks.com,http://www.iphonehacks.com/2016/10/apple-store-employees-australia-fired-explicit-photo-sharing-scandal.html,TAX_FNCACT;TAX_FNCACT_EMPLOYEES;SCANDAL;TRIAL;TAX_FNCACT_COURIER;KILL;TAX_FNCACT_EXECUTIVE;UNGP_FORESTS_RIVERS_OCEANS;EPU_ECONOMY_HISTORIC;USPEC_POLICY1;EPU_POLICY;EPU_POLICY_POLICY;,"-2.33333333333333,0.333333333333333,2.66666666666667,3,25.3333333333333,1.66666666666667,276",,,apple store;apple store in carindale;apple stores;apple stores in queensland,"Apple Store,11;Apple Store,89;Apple Store,117;Apple Store,588;Apple Store In Carindale,130;Apple Stores,1014;Apple Stores,1707;Apple Stores In Queensland,1028"
footwearnews.com,http://footwearnews.com/2016/influencers/designers/apple-samsung-case-lawsuit-supreme-court-ruling-fashion-industry-impact-269159/,EPU_ECONOMY_HISTORIC;ARMEDCONFLICT;WB_845_LEGAL_AND_REGULATORY_FRAMEWORK;WB_696_PUBLIC_SECTOR_MANAGEMENT;WB_851_INTELLECTUAL_PROPERTY_RIGHTS;WB_1041_PATENTS;WB_1039_PROPERTY_LAWS_AND_REGULATIONS;EPU_CATS_REGULATION;TRIAL;LEGISLATION;EPU_POLICY;EPU_POLICY_LAW;TAX_FNCACT;TAX_FNCACT_ANALYSTS;SCIENCE;SOC_INNOVATION;TAX_FNCACT_SUPPORTERS;WB_698_TRADE;WB_678_DIGITAL_GOVERNMENT;WB_694_BROADCAST_AND_MEDIA;WB_133_INFORMATION_AND_COMMUNICATION_TECHNOLOGIES;WB_1042_TRADEMARKS;,"-0.161290322580646,4.51612903225806,4.67741935483871,9.19354838709677,25.3225806451613,0.161290322580645,560",alber elbaz;calvin klein;alexander wang,"Alber Elbaz,380;Calvin Klein,366;Alexander Wang,351",samsung electronics co;fairchild publishing;supreme court;samsung;u s supreme court;penske business media;supreme court on aug;apple inc,"Samsung Electronics Co,170;Fairchild Publishing,3384;Fairchild Publishing,3506;Supreme Court,494;Supreme Court,1477;Supreme Court,1720;Supreme Court,3143;Samsung,20;Samsung,155;Samsung,585;Samsung,824;Samsung,964;Samsung,1108;Samsung,1169;Samsung,2295;Samsung,2391;Samsung,2527;Samsung,2628;Samsung,2886;Penske Business Media,3430;Apple Inc,144"
investorplace.com,http://investorplace.com/2016/10/three-big-stock-charts-wednesday-apple-inc-aapl-spdr-xbi-metlife-inc-met/,ECON_STOCKMARKET;UNGP_FORESTS_RIVERS_OCEANS;TAX_FNCACT;TAX_FNCACT_TRADERS;ECON_WORLDCURRENCIES;ECON_WORLDCURRENCIES_DOLLAR;WB_1973_FINANCIAL_RISK_REDUCTION;WB_435_AGRICULTURE_AND_FOOD_SECURITY;WB_337_INSURANCE;WB_1967_AGRICULTURAL_RISK_AND_SECURITY;ECON_INTEREST_RATES;EPU_POLICY;EPU_POLICY_INTEREST_RATE;MEDIA_MSM;SCIENCE;SOC_INNOVATION;TAX_WORLDMAMMALS;TAX_WORLDMAMMALS_BEAR;ECON_EARNINGSREPORT;WB_1150_VOLATILITY;WB_1104_MACROECONOMIC_VULNERABILITY_AND_DEBT;UNREST_BELLIGERENT;UNREST_ULTIMATUM;TAX_ECON_PRICE;,"-0.126262626262626,2.9040404040404,3.03030303030303,5.93434343434343,25.3787878787879,0.378787878787879,737",,,metlife inc;metlife;johnson research group;apple inc;nasdaq,"Metlife Inc,32;Metlife Inc,715;Metlife,28;Metlife,711;Metlife,1176;Metlife,1408;Johnson Research Group,4293;Apple Inc,48;Apple Inc,738;Nasdaq,746"
prnewswire.com,http://www.prnewswire.com/news-releases/applebees-entrega-premios-en-la-conferencia-mundial-de-franquicias-de-2016-596773731.html,LEADER;TAX_FNCACT;TAX_FNCACT_PRESIDENT;USPEC_POLITICS_GENERAL1;TAX_FNCACT_CHAIRMAN;TAX_FNCACT_CHAIRMAN_OF_THE_BOARD;TAX_FNCACT_DIRECTORS;TAX_FNCACT_EXECUTIVE;TAX_FNCACT_DIRECTOR;TAX_FNCACT_EXECUTIVE_DIRECTOR;TAX_FNCACT_FRANCHISEE;TAX_WORLDMAMMALS;TAX_WORLDMAMMALS_BEARS;TAX_FNCACT_MAN;EPU_ECONOMY_HISTORIC;WB_2936_GOLD;WB_507_ENERGY_AND_EXTRACTIVES;WB_895_MINING_SYSTEMS;WB_1699_METAL_ORE_MINING;WOUND;CRISISLEX_T02_INJURED;TAX_FNCACT_WARRIOR;TAX_FOODSTAPLES;TAX_FOODSTAPLES_MEAT;TRANSPARENCY;TAX_FNCACT_OPERATOR;TAX_ETHNICITY;TAX_ETHNICITY_AMERICANS;ECON_ENTREPRENEURSHIP;WB_135_TRANSPORT;WB_1803_TRANSPORT_INFRASTRUCTURE;WB_167_PORTS;MEDIA_SOCIAL;,"4.43906376109766,5.40758676351897,0.968523002421308,6.37610976594027,17.5141242937853,0.242130750605327,1119",bonnie lippincott;ed doherty;giulia stewart;eduarda orozco,"Bonnie Lippincott,5828;Bonnie Lippincott,6151;Ed Doherty,4397;Giulia Stewart,1078;Eduarda Orozco,2469;Eduarda Orozco,2955",instagram;foundation alex;twitter;rose group;doherty enterprises;united states;applebee;facebook;foundation alex lemonade,"Instagram,7185;Foundation Alex,2014;Foundation Alex,3142;Foundation Alex,3449;Foundation Alex,5074;Twitter,7205;Rose Group,1471;Rose Group,1756;Rose Group,2301;Rose Group,4007;Rose Group,5846;Rose Group,6198;Doherty Enterprises,3930;Doherty Enterprises,4061;Doherty Enterprises,4293;Doherty Enterprises,4419;United States,463;United States,704;Applebee,130;Applebee,232;Applebee,429;Applebee,632;Applebee,888;Applebee,1006;Applebee,1106;Applebee,1210;Applebee,1548;Applebee,1739;Applebee,2200;Applebee,2664;Applebee,3091;Applebee,3185;Applebee,3241;Applebee,3840;Applebee,4109;Applebee,4722;Applebee,4844;Applebee,5296;Applebee,5379;Applebee,5727;Applebee,5935;Applebee,6347;Applebee,6457;Applebee,6671;Applebee,6924;Applebee,6999;Applebee,7301;Applebee,7341;Facebook,7226;Facebook,7263;Foundation Alex Lemonade,2023;Foundation Alex Lemonade,3151;Foundation Alex Lemonade,3458;Foundation Alex Lemonade,5083"
247wallst.com,http://247wallst.com/consumer-electronics/2016/10/12/apple-mac-sales-plunge/,EPU_ECONOMY_HISTORIC;TAX_FNCACT;TAX_FNCACT_MANUFACTURER;CRISISLEX_CRISISLEXREC;TAX_FNCACT_LEADERS;TAX_FNCACT_DRIVERS;TAX_WORLDLANGUAGES;TAX_WORLDLANGUAGES_LATIN;,"-2.68817204301075,1.61290322580645,4.3010752688172,5.91397849462366,21.505376344086,0,314",asia pacific,"Asia Pacific,1580",international data corporation worldwide quarterly pc tracker;hp inc;apple inc;lenovo;nasdaq;united states,"International Data Corporation Worldwide Quarterly Pc Tracker,521;Hp Inc,1825;Apple Inc,108;Lenovo,984;Lenovo,1701;Nasdaq,116;United States,1305"
longisland.com,http://www.longisland.com/news/ap-news/wells-fargo-ceo-is-bank-grapples-sales-scandal-101316.html,TAX_FNCACT;TAX_FNCACT_CEO;SCANDAL;RETIREMENTS;TAX_FNCACT_CHAIRMAN;ECON_STOCKMARKET;TAX_FNCACT_CHIEF;TAX_MILITARY_TITLE;TAX_MILITARY_TITLE_OFFICER;TAX_FNCACT_OFFICER;TAX_FNCACT_CHIEF_OPERATING_OFFICER;TAX_FNCACT_DIRECTOR;TAX_FNCACT_REGULATORS;TAX_FNCACT_EMPLOYEES;WB_1254_INTERNET_BANKING;WB_371_BRANCHLESS_BANKING;WB_1920_FINANCIAL_SECTOR_DEVELOPMENT;WB_363_FINANCIAL_INCLUSION;WB_678_DIGITAL_GOVERNMENT;WB_670_ICT_SECURITY;WB_2372_AUTHENTICATION_AND_AUTHORIZATION;WB_133_INFORMATION_AND_COMMUNICATION_TECHNOLOGIES;TAX_FNCACT_VETERAN;CRISISLEX_CRISISLEXREC;DEMOCRACY;TAX_WORLDLANGUAGES;TAX_WORLDLANGUAGES_MASSACHUSETTS;USPEC_POLITICS_GENERAL1;RESIGNATION;LEADER;TAX_FNCACT_LAWMAKER;TAX_POLITICAL_PARTY;TAX_POLITICAL_PARTY_DEMOCRAT;RETIREMENT;WB_2690_CATEGORIES_OF_EMPLOYMENT;WB_2670_JOBS;WB_2689_JOBS_DIAGNOSTICS;WB_2896_RETIREMENT;UNGP_FORESTS_RIVERS_OCEANS;TAX_FNCACT_EXECUTIVE;WB_318_FINANCIAL_ARCHITECTURE_AND_BANKING;WB_1234_BANKING_INSTITUTIONS;WB_1236_COMMERCIAL_BANKING;WB_696_PUBLIC_SECTOR_MANAGEMENT;WB_2048_COMPENSATION_CAREERS_AND_INCENTIVES;WB_723_PUBLIC_ADMINISTRATION;WB_724_HUMAN_RESOURCES_FOR_PUBLIC_SECTOR;WB_2024_ANTI_CORRUPTION_AUTHORITIES;WB_840_JUSTICE;WB_2025_INVESTIGATION;WB_831_GOVERNANCE;WB_832_ANTI_CORRUPTION;WB_1014_CRIMINAL_JUSTICE;TAX_FNCACT_DIRECTORS;WB_698_TRADE;EPU_ECONOMY_HISTORIC;TAX_FNCACT_WRITER;MEDIA_SOCIAL;MEDIA_MSM;TAX_FNCACT_CRIMINAL;,"-3.23834196891192,2.2020725388601,5.44041450777202,7.64248704663212,24.8704663212435,1.03626943005181,688",sherrod brown;elizabeth warren;tim sloan;marcy gordon;john stumpf;stephen sanger;carrie tolstedt;richard shelby,"Sherrod Brown,2477;Elizabeth Warren,2023;Tim Sloan,531;Marcy Gordon,3530;John Stumpf,148;Stephen Sanger,640;Carrie Tolstedt,2867;Richard Shelby,2423",bank grapples with sales scandal by;senate banking committee;twitter;associated press;wells fargo,"Bank Grapples With Sales Scandal By,61;Senate Banking Committee,2079;Senate Banking Committee,2399;Twitter,3674;Associated Press,3651;Associated Press,3981;Wells Fargo,11;Wells Fargo,122;Wells Fargo,495;Wells Fargo,618;Wells Fargo,740;Wells Fargo,1556;Wells Fargo,2615;Wells Fargo,3359"
