ï»¿Date,Close,,Open,High,Low,Volume
12/9/15,124.2,,127.7,128.78,122.33,17788797
12/10/15,122.91,,124.5,125.21,121.62,13474119
12/11/15,118.91,,121.45,123,118.6,16105315
12/14/15,120.67,,119.77,120.9,114.66,18679314
12/15/15,118.6,,121.93,123.3,118.54,11759993
12/16/15,122.64,,119.8,123,118.09,13180982
12/17/15,122.51,,123.97,126.35,122.42,17284872
12/18/15,118.02,,120.85,122.19,117.92,17948060
12/21/15,116.63,,119.51,119.59,115.66,11669993
12/22/15,116.24,,117.3,117.43,114.86,9689044
12/23/15,118.16,,116.91,118.56,115.78,9324333
12/24/15,117.33,,118.22,118.8,117.3,3541403
12/28/15,117.11,,117.26,117.35,113.85,8424276
12/29/15,119.12,,118.19,119.6,116.92,8159211
12/30/15,116.71,,118.95,119.02,116.43,8149686
12/31/15,114.38,,116.21,117.46,114.28,9273008
1/4/16,109.96,,109,110,105.21,20733233
1/5/16,107.66,,110.45,110.58,105.85,17664562
1/6/16,117.68,,105.29,117.91,104.96,33045656
1/7/16,114.56,,116.36,122.18,112.29,33636661
1/8/16,111.39,,116.33,117.72,111.1,18067140
1/11/16,114.97,,112.13,116.79,111.2,21920390
1/12/16,116.58,,116.11,117.78,115.08,15133522
1/13/16,106.56,,114.43,114.48,104.53,24798764
1/14/16,107.06,,105.65,109.25,101.21,23620712
1/15/16,104.04,,102.43,105.5,101.72,19651281
1/19/16,107.89,,106.57,110.14,105.55,33267428
1/20/16,107.74,-0.14%,108.91,109.99,97.05,52926288
1/21/16,102.35,,108.32,108.51,102.1,30919715
1/22/16,100.72,,104.72,104.99,99.22,26772742
1/25/16,99.12,,99.78,102.68,99,20250759
1/26/16,97.83,-9.32%,99.74,100.55,94.85,22024725
1/27/16,91.15,,96.61,97.85,90.59,25314581
1/28/16,94.41,,93.84,95.25,90.11,24373250
1/29/16,91.84,,92,94.39,90.63,20420757
2/1/16,94.09,,91.79,97.18,91.3,19617993
2/2/16,91.49,-15.20%,95.54,96.65,90.73,21860012
2/3/16,90.74,,92.41,92.69,86.14,27402372
2/4/16,89.71,,89.5,91.25,86.54,19055444
2/5/16,82.79,,88.23,88.95,81.86,25859696
2/8/16,83.32,,80.57,84.7,79.95,24916105
2/9/16,86.13,,81.75,88.4,81.55,25822376
2/10/16,88.45,,89,92.21,87.42,23084070
2/11/16,86.35,,87.42,88.39,82.91,21768153
2/12/16,87.4,,86.64,89.72,85.26,19017611
2/16/16,89.05,,89,90.14,87.54,16313155
2/17/16,94.76,,90.13,94.77,89.64,18245146
2/18/16,90.49,,94.8,94.9,90.31,17631232
2/19/16,89.23,,89.98,91.4,88.03,14239479
2/22/16,91.93,,90.75,93.11,88.3,16298806
2/23/16,89.12,,91.4,92.49,89.05,12709044
2/24/16,91.61,,88.5,91.76,86.7,15908434
2/25/16,94.53,,91.08,94.81,90.21,17852939
2/26/16,94.79,,95.3,97.48,94.25,16947865
2/29/16,93.41,,94.81,97.2,93.34,13157071
3/1/16,98.3,,94.58,99.16,93.61,16997749
3/2/16,97.61,,98.01,99.48,95.9,19088404
3/3/16,97.93,,97.83,98.35,95.39,15303552
3/4/16,101.58,,98.76,102.22,98.32,23388393
3/7/16,95.49,,101,101.79,95.25,23855151
3/8/16,96.23,,95,98.28,94.5,14750241
3/9/16,98,,96.82,98.37,95,12279463
3/10/16,97.36,,98.18,99.74,95.45,16979357
3/11/16,97.66,,99.51,99.6,96.05,15097852
3/14/16,98.13,,97.2,99.42,97.17,11223226
