¥éËDate,Close,,Open,High,Low,Volume
2/24/17,64.62,,64.53,64.8,64.14,21796800
2/27/17,64.23,,64.54,64.54,64.04,15871507
2/28/17,63.98,,64.08,64.2,63.76,23239825
3/1/17,64.94,,64.13,64.99,64.02,26937459
3/2/17,64.01,,64.69,64.75,63.88,24539597
3/3/17,64.25,,63.99,64.28,63.62,18139405
3/6/17,64.27,,63.97,64.56,63.81,18750255
3/7/17,64.4,,64.19,64.78,64.19,18520987
3/8/17,64.99,,64.26,65.08,64.25,21510907
3/9/17,64.73,,65.19,65.2,64.48,19846832
3/10/17,64.93,,65.11,65.26,64.75,19538245
3/13/17,64.71,,65.01,65.2,64.57,20100035
3/14/17,64.41,,64.53,64.55,64.15,14280202
3/15/17,64.75,,64.55,64.92,64.25,24833810
3/16/17,64.64,,64.75,64.76,64.3,20674296
3/17/17,64.87,,64.91,65.24,64.68,49219686
3/20/17,64.93,,64.91,65.18,64.72,14598083
3/21/17,64.21,,65.19,65.5,64.13,26640480
3/22/17,65.03,,64.12,65.14,64.12,20680015
3/23/17,64.87,,64.94,65.24,64.76,19269203
3/24/17,64.98,,65.36,65.45,64.76,22617105
3/27/17,65.1,,64.63,65.22,64.35,18614662
3/28/17,65.29,,64.96,65.47,64.65,20080358
3/29/17,65.47,,65.12,65.5,64.95,13618424
3/30/17,65.71,,65.42,65.98,65.36,15122823
3/31/17,65.86,,65.65,66.19,65.45,21040331
4/3/17,65.55,,65.81,65.94,65.19,20400871
4/4/17,65.73,,65.39,65.81,65.28,12997449
4/5/17,65.56,,66.3,66.35,65.44,21448594
4/6/17,65.73,,65.6,66.06,65.48,18103453
4/7/17,65.68,,65.85,65.96,65.44,14108533
4/10/17,65.53,,65.61,65.82,65.36,17952742
4/11/17,65.48,,65.6,65.61,64.85,18791533
4/12/17,65.23,,65.42,65.51,65.11,17108513
4/13/17,64.95,,65.29,65.86,64.95,17896483
4/17/17,65.48,,65.04,65.49,65.01,16689265
4/18/17,65.39,,65.33,65.71,65.16,15155611
4/19/17,65.04,,65.65,65.75,64.89,26992771
